web-scraper-order,web-scraper-start-url,station-name-link,station-name-link-href,coordinates-link,coordinates-link-href,coordinates
"1625382433-124","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Prahran","https://en.wikipedia.org/wiki/Prahran_railway_station","37°50′58″S 144°59′24″E﻿ / ﻿37.8495°S 144.9899°E﻿ / -37.8495; 144.9899","https://geohack.toolforge.org/geohack.php?pagename=Prahran_railway_station&params=37.8495_S_144.9899_E_type:railwaystation_region:AU-VIC","144.9899"
"1625383032-349","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Croxton","https://en.wikipedia.org/wiki/Croxton_railway_station","37°45′51″S 144°59′48″E﻿ / ﻿37.7642°S 144.9968°E﻿ / -37.7642; 144.9968","https://geohack.toolforge.org/geohack.php?pagename=Croxton_railway_station&params=37.7642_S_144.9968_E_type:railwaystation_region:AU-VIC","-37.7642"
"1625382712-229","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Keilor Plains","https://en.wikipedia.org/wiki/Keilor_Plains_railway_station","37°43′46″S 144°47′38″E﻿ / ﻿37.7294°S 144.7938°E﻿ / -37.7294; 144.7938","https://geohack.toolforge.org/geohack.php?pagename=Keilor_Plains_railway_station&params=37.7294_S_144.7938_E_type:railwaystation_region:AU-VIC","-37.7294"
"1625383277-442","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Alamein","https://en.wikipedia.org/wiki/Alamein_railway_station","37°52′06″S 145°04′47″E﻿ / ﻿37.8683°S 145.0797°E﻿ / -37.8683; 145.0797","https://geohack.toolforge.org/geohack.php?pagename=Alamein_railway_station&params=37.8683_S_145.0797_E_region:AU-VIC_type:railwaystation","145.0797"
"1625382464-135","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ormond","https://en.wikipedia.org/wiki/Ormond_railway_station","37°54′12″S 145°02′22″E﻿ / ﻿37.9032°S 145.0395°E﻿ / -37.9032; 145.0395","https://geohack.toolforge.org/geohack.php?pagename=Ormond_railway_station&params=37.9032_S_145.0395_E_type:railwaystation_region:AU-VIC","-37.9032"
"1625382978-330","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","East Malvern","https://en.wikipedia.org/wiki/East_Malvern_railway_station","37°52′37″S 145°04′10″E﻿ / ﻿37.87694°S 145.06933°E﻿ / -37.87694; 145.06933","https://geohack.toolforge.org/geohack.php?pagename=East_Malvern_railway_station&params=37.87694_S_145.06933_E_type:railwaystation_region:AU-VIC","145.06933"
"1625383004-340","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Dennis","https://en.wikipedia.org/wiki/Dennis_railway_station","37°46′45″S 145°00′30″E﻿ / ﻿37.7793°S 145.0083°E﻿ / -37.7793; 145.0083","https://geohack.toolforge.org/geohack.php?pagename=Dennis_railway_station&params=37.7793_S_145.0083_E_type:railwaystation_region:AU-VIC","145.0083"
"1625383167-400","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Bonbeach","https://en.wikipedia.org/wiki/Bonbeach_railway_station","38°03′46″S 145°07′11″E﻿ / ﻿38.0627°S 145.1197°E﻿ / -38.0627; 145.1197","https://geohack.toolforge.org/geohack.php?pagename=Bonbeach_railway_station&params=38.0627_S_145.1197_E_type:railwaystation_region:AU-VIC","145.1197"
"1625382178-27","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Wattle Glen","https://en.wikipedia.org/wiki/Wattle_Glen_railway_station","37°39′50″S 145°10′54″E﻿ / ﻿37.6640°S 145.1816°E﻿ / -37.6640; 145.1816","https://geohack.toolforge.org/geohack.php?pagename=Wattle_Glen_railway_station&params=37.664_S_145.1816_E_type:railwaystation_region:AU-VIC","-37.664"
"1625383112-380","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Cardinia Road","https://en.wikipedia.org/wiki/Cardinia_Road_railway_station","38°4′16″S 145°26′15″E﻿ / ﻿38.07111°S 145.43750°E﻿ / -38.07111; 145.43750","https://geohack.toolforge.org/geohack.php?pagename=Cardinia_Road_railway_station&params=38_4_16_S_145_26_15_E_region:AU-VIC_type:railwaystation","145.4375"
"1625382364-97","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ruthven","https://en.wikipedia.org/wiki/Ruthven_railway_station","37°42′28″S 145°00′34″E﻿ / ﻿37.7079°S 145.0094°E﻿ / -37.7079; 145.0094","https://geohack.toolforge.org/geohack.php?pagename=Ruthven_railway_station&params=37.7079_S_145.0094_E_type:railwaystation_region:AU-VIC","-37.7079"
"1625383141-390","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Brunswick","https://en.wikipedia.org/wiki/Brunswick_railway_station,_Melbourne","37°46′04″S 144°57′35″E﻿ / ﻿37.7677°S 144.9597°E﻿ / -37.7677; 144.9597","https://geohack.toolforge.org/geohack.php?pagename=Brunswick_railway_station,_Melbourne&params=37.7677_S_144.9597_E_type:railwaystation_region:AU-VIC","144.9597"
"1625382962-323","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Elsternwick","https://en.wikipedia.org/wiki/Elsternwick_railway_station","37°53′05″S 145°00′03″E﻿ / ﻿37.8848°S 145.0009°E﻿ / -37.8848; 145.0009","https://geohack.toolforge.org/geohack.php?pagename=Elsternwick_railway_station&params=37.8848_S_145.0009_E_type:railwaystation_region:AU-VIC","-37.8848"
"1625383146-392","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Broadmeadows","https://en.wikipedia.org/wiki/Broadmeadows_railway_station,_Melbourne","37°40′58″S 144°55′11″E﻿ / ﻿37.6829°S 144.9197°E﻿ / -37.6829; 144.9197","https://geohack.toolforge.org/geohack.php?pagename=Broadmeadows_railway_station,_Melbourne&params=37.6829_S_144.9197_E_type:railwaystation_region:AU-VIC","144.9197"
"1625382936-313","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Fawkner","https://en.wikipedia.org/wiki/Fawkner_railway_station","37°42′53″S 144°57′38″E﻿ / ﻿37.7147°S 144.9606°E﻿ / -37.7147; 144.9606","https://geohack.toolforge.org/geohack.php?pagename=Fawkner_railway_station&params=37.7147_S_144.9606_E_type:railwaystation_region:AU-VIC","-37.7147"
"1625383130-385","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Burwood","https://en.wikipedia.org/wiki/Burwood_railway_station,_Melbourne","37°51′06″S 145°04′50″E﻿ / ﻿37.8516°S 145.0805°E﻿ / -37.8516; 145.0805","https://geohack.toolforge.org/geohack.php?pagename=Burwood_railway_station,_Melbourne&params=37.8516_S_145.0805_E_type:railwaystation_region:AU-VIC","-37.8516"
"1625383172-401","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Blackburn","https://en.wikipedia.org/wiki/Blackburn_railway_station,_Melbourne","37°49′12″S 145°09′00″E﻿ / ﻿37.8201°S 145.1500°E﻿ / -37.8201; 145.1500","https://geohack.toolforge.org/geohack.php?pagename=Blackburn_railway_station,_Melbourne&params=37.8201_S_145.15_E_type:railwaystation_region:AU-VIC","-37.8201"
"1625382506-152","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","North Melbourne","https://en.wikipedia.org/wiki/North_Melbourne_railway_station","37°48′23″S 144°56′28″E﻿ / ﻿37.8063°S 144.9411°E﻿ / -37.8063; 144.9411","https://geohack.toolforge.org/geohack.php?pagename=North_Melbourne_railway_station&params=37.8063_S_144.9411_E_type:railwaystation_region:AU-VIC","144.9411"
"1625382327-83","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Somerville","https://en.wikipedia.org/wiki/Somerville_railway_station","38°13′31″S 145°10′34″E﻿ / ﻿38.2253°S 145.1762°E﻿ / -38.2253; 145.1762","https://geohack.toolforge.org/geohack.php?pagename=Somerville_railway_station&params=38.2253_S_145.1762_E_type:railwaystation_region:AU-VIC","-38.2253"
"1625382603-188","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Middle Footscray","https://en.wikipedia.org/wiki/Middle_Footscray_railway_station","37°48′09″S 144°53′29″E﻿ / ﻿37.8025°S 144.8915°E﻿ / -37.8025; 144.8915","https://geohack.toolforge.org/geohack.php?pagename=Middle_Footscray_railway_station&params=37.8025_S_144.8915_E_type:railwaystation_region:AU-VIC","144.8915"
"1625382968-326","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Edithvale","https://en.wikipedia.org/wiki/Edithvale_railway_station","38°02′17″S 145°06′31″E﻿ / ﻿38.0380°S 145.1085°E﻿ / -38.0380; 145.1085","https://geohack.toolforge.org/geohack.php?pagename=Edithvale_railway_station&params=38.0380_S_145.1085_E_type:railwaystation_region:AU-VIC","145.1085"
"1625382776-253","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Highett","https://en.wikipedia.org/wiki/Highett_railway_station","37°56′55″S 145°02′30″E﻿ / ﻿37.9485°S 145.0418°E﻿ / -37.9485; 145.0418","https://geohack.toolforge.org/geohack.php?pagename=Highett_railway_station&params=37.9485_S_145.0418_E_type:railwaystation_region:AU-VIC","-37.9485"
"1625382644-203","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","McKinnon","https://en.wikipedia.org/wiki/McKinnon_railway_station","37°54′37″S 145°02′18″E﻿ / ﻿37.9104°S 145.0382°E﻿ / -37.9104; 145.0382","https://geohack.toolforge.org/geohack.php?pagename=McKinnon_railway_station&params=37.9104_S_145.0382_E_type:railwaystation_region:AU-VIC","-37.9104"
"1625382231-47","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Toorak","https://en.wikipedia.org/wiki/Toorak_railway_station","37°51′04″S 145°00′50″E﻿ / ﻿37.8510°S 145.0140°E﻿ / -37.8510; 145.0140","https://geohack.toolforge.org/geohack.php?pagename=Toorak_railway_station&params=37.851_S_145.014_E_type:railwaystation_region:AU-VIC","-37.851"
"1625382305-75","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Southern Cross","https://en.wikipedia.org/wiki/Southern_Cross_railway_station","37°49′06″S 144°57′09″E﻿ / ﻿37.8184°S 144.9524°E﻿ / -37.8184; 144.9524","https://geohack.toolforge.org/geohack.php?pagename=Southern_Cross_railway_station&params=37.8184_S_144.9524_E_type:railwaystation_region:AU-VIC","-37.8184"
"1625382496-148","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","North Williamstown","https://en.wikipedia.org/wiki/North_Williamstown_railway_station","37°51′26″S 144°53′20″E﻿ / ﻿37.8573°S 144.8890°E﻿ / -37.8573; 144.8890","https://geohack.toolforge.org/geohack.php?pagename=North_Williamstown_railway_station&params=37.8573_S_144.889_E_type:railwaystation_region:AU-VIC","144.889"
"1625382851-282","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Glenroy","https://en.wikipedia.org/wiki/Glenroy_railway_station","37°42′17″S 144°55′02″E﻿ / ﻿37.7046°S 144.9173°E﻿ / -37.7046; 144.9173","https://geohack.toolforge.org/geohack.php?pagename=Glenroy_railway_station&params=37.7046_S_144.9173_E_region:AU-VIC_type:railwaystation","144.9173"
"1625382375-102","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Royal Park","https://en.wikipedia.org/wiki/Royal_Park_railway_station","37°46′53″S 144°57′06″E﻿ / ﻿37.7813°S 144.9517°E﻿ / -37.7813; 144.9517","https://geohack.toolforge.org/geohack.php?pagename=Royal_Park_railway_station&params=37.7813_S_144.9517_E_type:railwaystation_region:AU-VIC","144.9517"
"1625383004-339","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Dennis","https://en.wikipedia.org/wiki/Dennis_railway_station","37°46′45″S 145°00′30″E﻿ / ﻿37.7793°S 145.0083°E﻿ / -37.7793; 145.0083","https://geohack.toolforge.org/geohack.php?pagename=Dennis_railway_station&params=37.7793_S_145.0083_E_type:railwaystation_region:AU-VIC","-37.7793"
"1625383081-368","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Cheltenham","https://en.wikipedia.org/wiki/Cheltenham_railway_station,_Melbourne","37°58′01″S 145°03′17″E﻿ / ﻿37.9670°S 145.0547°E﻿ / -37.9670; 145.0547","https://geohack.toolforge.org/geohack.php?pagename=Cheltenham_railway_station,_Melbourne&params=37.967_S_145.0547_E_type:railwaystation_region:AU-VIC","145.0547"
"1625383135-388","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Burnley","https://en.wikipedia.org/wiki/Burnley_railway_station","37°49′39″S 145°00′24″E﻿ / ﻿37.82743°S 145.00657°E﻿ / -37.82743; 145.00657","https://geohack.toolforge.org/geohack.php?pagename=Burnley_railway_station&params=37.82743_S_145.00657_E_type:railwaystation_region:AU-VIC","145.00657"
"1625383016-343","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Darebin","https://en.wikipedia.org/wiki/Darebin_railway_station","37°46′30″S 145°02′19″E﻿ / ﻿37.7750°S 145.0385°E﻿ / -37.7750; 145.0385","https://geohack.toolforge.org/geohack.php?pagename=Darebin_railway_station&params=37.775_S_145.0385_E_type:railwaystation_region:AU-VIC","-37.775"
"1625382284-68","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","St Albans","https://en.wikipedia.org/wiki/St_Albans_railway_station,_Melbourne","37°44′40″S 144°47′59″E﻿ / ﻿37.7445°S 144.7997°E﻿ / -37.7445; 144.7997","https://geohack.toolforge.org/geohack.php?pagename=St_Albans_railway_station,_Melbourne&params=37.7445_S_144.7997_E_type:railwaystation_region:AU-VIC","144.7997"
"1625382512-154","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","North Brighton","https://en.wikipedia.org/wiki/North_Brighton_railway_station","37°54′17″S 145°00′09″E﻿ / ﻿37.9046°S 145.0026°E﻿ / -37.9046; 145.0026","https://geohack.toolforge.org/geohack.php?pagename=North_Brighton_railway_station&params=37.9046_S_145.0026_E_type:railwaystation_region:AU-VIC","145.0026"
"1625382760-247","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hughesdale","https://en.wikipedia.org/wiki/Hughesdale_railway_station","37°53′39″S 145°04′35″E﻿ / ﻿37.8943°S 145.0764°E﻿ / -37.8943; 145.0764","https://geohack.toolforge.org/geohack.php?pagename=Hughesdale_railway_station&params=37.8943_S_145.0764_E_type:railwaystation_region:AU-VIC","-37.8943"
"1625383102-376","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Carrum","https://en.wikipedia.org/wiki/Carrum_railway_station","38°04′30″S 145°07′20″E﻿ / ﻿38.0751°S 145.1223°E﻿ / -38.0751; 145.1223","https://geohack.toolforge.org/geohack.php?pagename=Carrum_railway_station&params=38.0751_S_145.1223_E_type:railwaystation_region:AU-VIC","145.1223"
"1625383107-377","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Carnegie","https://en.wikipedia.org/wiki/Carnegie_railway_station","37°53′11″S 145°03′31″E﻿ / ﻿37.8863°S 145.0585°E﻿ / -37.8863; 145.0585","https://geohack.toolforge.org/geohack.php?pagename=Carnegie_railway_station&params=37.8863_S_145.0585_E_type:railwaystation_region:AU-VIC","-37.8863"
"1625382999-337","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Diamond Creek","https://en.wikipedia.org/wiki/Diamond_Creek_railway_station","37°40′24″S 145°09′31″E﻿ / ﻿37.6733°S 145.1585°E﻿ / -37.6733; 145.1585","https://geohack.toolforge.org/geohack.php?pagename=Diamond_Creek_railway_station&params=37.6733_S_145.1585_E_type:railwaystation_region:AU-VIC","-37.6733"
"1625382375-101","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Royal Park","https://en.wikipedia.org/wiki/Royal_Park_railway_station","37°46′53″S 144°57′06″E﻿ / ﻿37.7813°S 144.9517°E﻿ / -37.7813; 144.9517","https://geohack.toolforge.org/geohack.php?pagename=Royal_Park_railway_station&params=37.7813_S_144.9517_E_type:railwaystation_region:AU-VIC","-37.7813"
"1625382194-34","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Victoria Park","https://en.wikipedia.org/wiki/Victoria_Park_railway_station,_Melbourne","37°47′57″S 144°59′40″E﻿ / ﻿37.7991°S 144.9945°E﻿ / -37.7991; 144.9945","https://geohack.toolforge.org/geohack.php?pagename=Victoria_Park_railway_station,_Melbourne&params=37.7991_S_144.9945_E_type:railwaystation_region:AU-VIC","144.9945"
"1625382310-77","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","South Yarra","https://en.wikipedia.org/wiki/South_Yarra_railway_station","37°50′20″S 144°59′32″E﻿ / ﻿37.8389°S 144.9922°E﻿ / -37.8389; 144.9922","https://geohack.toolforge.org/geohack.php?pagename=South_Yarra_railway_station&params=37.8389_S_144.9922_E_type:railwaystation_region:AU-VIC","-37.8389"
"1625382126-8","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Willison","https://en.wikipedia.org/wiki/Willison_railway_station","37°50′09″S 145°04′13″E﻿ / ﻿37.8357°S 145.0703°E﻿ / -37.8357; 145.0703","https://geohack.toolforge.org/geohack.php?pagename=Willison_railway_station&params=37.8357_S_145.0703_E_type:railwaystation_region:AU-VIC","145.0703"
"1625383267-438","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Alphington","https://en.wikipedia.org/wiki/Alphington_railway_station","37°46′42″S 145°01′53″E﻿ / ﻿37.7784°S 145.0313°E﻿ / -37.7784; 145.0313","https://geohack.toolforge.org/geohack.php?pagename=Alphington_railway_station&params=37.7784_S_145.0313_E_region:AU-VIC_type:railwaystation","145.0313"
"1625382396-110","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ripponlea","https://en.wikipedia.org/wiki/Ripponlea_railway_station","37°52′33″S 144°59′42″E﻿ / ﻿37.8759°S 144.9951°E﻿ / -37.8759; 144.9951","https://geohack.toolforge.org/geohack.php?pagename=Ripponlea_railway_station&params=37.8759_S_144.9951_E_type:railwaystation_region:AU-VIC","144.9951"
"1625382619-193","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mernda","https://en.wikipedia.org/wiki/Mernda_railway_station","37°35′58″S 145°6′5″E﻿ / ﻿37.59944°S 145.10139°E﻿ / -37.59944; 145.10139","https://geohack.toolforge.org/geohack.php?pagename=Mernda_railway_station&params=37_35_58_S_145_6_5_E_type:railwaystation_region:AU-VIC","-37.599444"
"1625382744-241","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ivanhoe","https://en.wikipedia.org/wiki/Ivanhoe_railway_station,_Melbourne","37°46′08″S 145°02′44″E﻿ / ﻿37.7689°S 145.0455°E﻿ / -37.7689; 145.0455","https://geohack.toolforge.org/geohack.php?pagename=Ivanhoe_railway_station,_Melbourne&params=37.7689_S_145.0455_E_type:railwaystation_region:AU-VIC","-37.7689"
"1625382315-79","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","South Morang","https://en.wikipedia.org/wiki/South_Morang_railway_station","37°38′57″S 145°4′3″E﻿ / ﻿37.64917°S 145.06750°E﻿ / -37.64917; 145.06750","https://geohack.toolforge.org/geohack.php?pagename=South_Morang_railway_station&params=37_38_57_S_145_4_3_E_type:railwaystation_region:AU-VIC","-37.649167"
"1625382786-258","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Heidelberg","https://en.wikipedia.org/wiki/Heidelberg_railway_station","37°45′26″S 145°03′39″E﻿ / ﻿37.7571°S 145.0607°E﻿ / -37.7571; 145.0607","https://geohack.toolforge.org/geohack.php?pagename=Heidelberg_railway_station&params=37.7571_S_145.0607_E_type:railwaystation_region:AU-VIC","145.0607"
"1625382920-308","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flemington Bridge","https://en.wikipedia.org/wiki/Flemington_Bridge_railway_station","37°47′18″S 144°56′22″E﻿ / ﻿37.7882°S 144.9394°E﻿ / -37.7882; 144.9394","https://geohack.toolforge.org/geohack.php?pagename=Flemington_Bridge_railway_station&params=37.7882_S_144.9394_E_type:railwaystation_region:AU-VIC","144.9394"
"1625382802-264","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hawthorn","https://en.wikipedia.org/wiki/Hawthorn_railway_station,_Melbourne","37°49′19″S 145°01′22″E﻿ / ﻿37.8219°S 145.0229°E﻿ / -37.8219; 145.0229","https://geohack.toolforge.org/geohack.php?pagename=Hawthorn_railway_station,_Melbourne&params=37.8219_S_145.0229_E_type:railwaystation_region:AU-VIC","145.0229"
"1625383118-381","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Canterbury","https://en.wikipedia.org/wiki/Canterbury_railway_station,_Melbourne","37°49′28″S 145°04′53″E﻿ / ﻿37.8245°S 145.0815°E﻿ / -37.8245; 145.0815","https://geohack.toolforge.org/geohack.php?pagename=Canterbury_railway_station,_Melbourne&params=37.8245_S_145.0815_E_type:railwaystation_region:AU-VIC","-37.8245"
"1625382158-20","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Westall","https://en.wikipedia.org/wiki/Westall_railway_station","37°56′18″S 145°08′18″E﻿ / ﻿37.9382°S 145.1383°E﻿ / -37.9382; 145.1383","https://geohack.toolforge.org/geohack.php?pagename=Westall_railway_station&params=37.9382_S_145.1383_E_type:railwaystation_region:AU-VIC","145.1383"
"1625382946-318","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Essendon","https://en.wikipedia.org/wiki/Essendon_railway_station","37°45′22″S 144°54′58″E﻿ / ﻿37.7560°S 144.9161°E﻿ / -37.7560; 144.9161","https://geohack.toolforge.org/geohack.php?pagename=Essendon_railway_station&params=37.7560_S_144.9161_E_region:AU-VIC_type:railwaystation","144.9161"
"1625382321-82","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","South Kensington","https://en.wikipedia.org/wiki/South_Kensington_railway_station","37°47′59″S 144°55′33″E﻿ / ﻿37.7997°S 144.9258°E﻿ / -37.7997; 144.9258","https://geohack.toolforge.org/geohack.php?pagename=South_Kensington_railway_station&params=37.7997_S_144.9258_E_type:railwaystation_region:AU-VIC","144.9258"
"1625382354-94","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Sandringham","https://en.wikipedia.org/wiki/Sandringham_railway_station","37°57′01″S 145°00′16″E﻿ / ﻿37.9503°S 145.0044°E﻿ / -37.9503; 145.0044","https://geohack.toolforge.org/geohack.php?pagename=Sandringham_railway_station&params=37.9503_S_145.0044_E_type:railwaystation_region:AU-VIC","145.0044"
"1625382765-249","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hoppers Crossing","https://en.wikipedia.org/wiki/Hoppers_Crossing_railway_station","37°53′00″S 144°42′04″E﻿ / ﻿37.8833°S 144.7011°E﻿ / -37.8833; 144.7011","https://geohack.toolforge.org/geohack.php?pagename=Hoppers_Crossing_railway_station&params=37.8833_S_144.7011_E_type:railwaystation_region:AU-VIC","-37.8833"
"1625382412-115","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Richmond","https://en.wikipedia.org/wiki/Richmond_railway_station,_Melbourne","37°49′25″S 144°59′20″E﻿ / ﻿37.82361°S 144.98889°E﻿ / -37.82361; 144.98889","https://geohack.toolforge.org/geohack.php?pagename=Richmond_railway_station,_Melbourne&params=37_49_25_S_144_59_20_E_type:railwaystation_region:AU-VIC","-37.823611"
"1625382755-245","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Huntingdale","https://en.wikipedia.org/wiki/Huntingdale_railway_station","37°54′40″S 145°06′09″E﻿ / ﻿37.9110°S 145.1024°E﻿ / -37.9110; 145.1024","https://geohack.toolforge.org/geohack.php?pagename=Huntingdale_railway_station&params=37.911_S_145.1024_E_type:railwaystation_region:AU-VIC","-37.911"
"1625382332-86","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Showgrounds","https://en.wikipedia.org/wiki/Showgrounds_railway_station,_Melbourne","37°47′00″S 144°54′54″E﻿ / ﻿37.7834°S 144.9149°E﻿ / -37.7834; 144.9149","https://geohack.toolforge.org/geohack.php?pagename=Showgrounds_railway_station,_Melbourne&params=37.7834_S_144.9149_E_type:railwaystation_region:AU-VIC","144.9149"
"1625383102-375","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Carrum","https://en.wikipedia.org/wiki/Carrum_railway_station","38°04′30″S 145°07′20″E﻿ / ﻿38.0751°S 145.1223°E﻿ / -38.0751; 145.1223","https://geohack.toolforge.org/geohack.php?pagename=Carrum_railway_station&params=38.0751_S_145.1223_E_type:railwaystation_region:AU-VIC","-38.0751"
"1625383219-420","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Batman","https://en.wikipedia.org/wiki/Batman_railway_station","37°44′01″S 144°57′46″E﻿ / ﻿37.7335°S 144.9628°E﻿ / -37.7335; 144.9628","https://geohack.toolforge.org/geohack.php?pagename=Batman_railway_station&params=37.7335_S_144.9628_E_type:railwaystation_region:AU-VIC","144.9628"
"1625382258-57","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Surrey Hills","https://en.wikipedia.org/wiki/Surrey_Hills_railway_station","37°49′26″S 145°05′56″E﻿ / ﻿37.8239°S 145.0990°E﻿ / -37.8239; 145.0990","https://geohack.toolforge.org/geohack.php?pagename=Surrey_Hills_railway_station&params=37.8239_S_145.099_E_type:railwaystation_region:AU-VIC","-37.8239"
"1625382327-84","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Somerville","https://en.wikipedia.org/wiki/Somerville_railway_station","38°13′31″S 145°10′34″E﻿ / ﻿38.2253°S 145.1762°E﻿ / -38.2253; 145.1762","https://geohack.toolforge.org/geohack.php?pagename=Somerville_railway_station&params=38.2253_S_145.1762_E_type:railwaystation_region:AU-VIC","145.1762"
"1625382321-81","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","South Kensington","https://en.wikipedia.org/wiki/South_Kensington_railway_station","37°47′59″S 144°55′33″E﻿ / ﻿37.7997°S 144.9258°E﻿ / -37.7997; 144.9258","https://geohack.toolforge.org/geohack.php?pagename=South_Kensington_railway_station&params=37.7997_S_144.9258_E_type:railwaystation_region:AU-VIC","-37.7997"
"1625383162-398","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Boronia","https://en.wikipedia.org/wiki/Boronia_railway_station","37°51′38″S 145°17′04″E﻿ / ﻿37.86044°S 145.28434°E﻿ / -37.86044; 145.28434","https://geohack.toolforge.org/geohack.php?pagename=Boronia_railway_station&params=37.86044_S_145.28434_E_type:railwaystation_region:AU-VIC","145.28434"
"1625382957-321","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Eltham","https://en.wikipedia.org/wiki/Eltham_railway_station,_Melbourne","37°42′50″S 145°08′52″E﻿ / ﻿37.7138°S 145.1477°E﻿ / -37.7138; 145.1477","https://geohack.toolforge.org/geohack.php?pagename=Eltham_railway_station,_Melbourne&params=37.7138_S_145.1477_E_type:railwaystation_region:AU-VIC","-37.7138"
"1625382194-33","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Victoria Park","https://en.wikipedia.org/wiki/Victoria_Park_railway_station,_Melbourne","37°47′57″S 144°59′40″E﻿ / ﻿37.7991°S 144.9945°E﻿ / -37.7991; 144.9945","https://geohack.toolforge.org/geohack.php?pagename=Victoria_Park_railway_station,_Melbourne&params=37.7991_S_144.9945_E_type:railwaystation_region:AU-VIC","-37.7991"
