web-scraper-order,web-scraper-start-url,station-name-link,station-name-link-href,coordinates-link,coordinates-link-href,coordinates
"1625383167-399","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Bonbeach","https://en.wikipedia.org/wiki/Bonbeach_railway_station","38°03′46″S 145°07′11″E﻿ / ﻿38.0627°S 145.1197°E﻿ / -38.0627; 145.1197","https://geohack.toolforge.org/geohack.php?pagename=Bonbeach_railway_station&params=38.0627_S_145.1197_E_type:railwaystation_region:AU-VIC","-38.0627"
"1625382696-223","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Kooyong","https://en.wikipedia.org/wiki/Kooyong_railway_station","37°50′24″S 145°02′00″E﻿ / ﻿37.83990°S 145.03337°E﻿ / -37.83990; 145.03337","https://geohack.toolforge.org/geohack.php?pagename=Kooyong_railway_station&params=37.83990_S_145.03337_E_type:railwaystation_region:AU-VIC","-37.8399"
"1625382655-207","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Macleod","https://en.wikipedia.org/wiki/Macleod_railway_station","37°43′34″S 145°04′09″E﻿ / ﻿37.7260°S 145.0693°E﻿ / -37.7260; 145.0693","https://geohack.toolforge.org/geohack.php?pagename=Macleod_railway_station&params=37.726_S_145.0693_E_type:railwaystation_region:AU-VIC","-37.726"
"1625382575-177","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Moonee Ponds","https://en.wikipedia.org/wiki/Moonee_Ponds_railway_station","37°45′57″S 144°55′10″E﻿ / ﻿37.7659°S 144.9194°E﻿ / -37.7659; 144.9194","https://geohack.toolforge.org/geohack.php?pagename=Moonee_Ponds_railway_station&params=37.7659_S_144.9194_E_type:railwaystation_region:AU-VIC","-37.7659"
"1625383209-416","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Bayswater","https://en.wikipedia.org/wiki/Bayswater_railway_station,_Melbourne","37°50′30″S 145°16′05″E﻿ / ﻿37.8417°S 145.2681°E﻿ / -37.8417; 145.2681","https://geohack.toolforge.org/geohack.php?pagename=Bayswater_railway_station,_Melbourne&params=37.8417_S_145.2681_E_type:railwaystation_region:AU-VIC","145.2681"
"1625382962-324","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Elsternwick","https://en.wikipedia.org/wiki/Elsternwick_railway_station","37°53′05″S 145°00′03″E﻿ / ﻿37.8848°S 145.0009°E﻿ / -37.8848; 145.0009","https://geohack.toolforge.org/geohack.php?pagename=Elsternwick_railway_station&params=37.8848_S_145.0009_E_type:railwaystation_region:AU-VIC","145.0009"
"1625382300-73","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Southland","https://en.wikipedia.org/wiki/Southland_railway_station","37°57′32″S 145°02′57″E﻿ / ﻿37.9589°S 145.0492°E﻿ / -37.9589; 145.0492","https://geohack.toolforge.org/geohack.php?pagename=Southland_railway_station&params=37.9589_S_145.0492_E_type:railwaystation_region:AU-VIC","-37.9589"
"1625382931-311","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ferntree Gully","https://en.wikipedia.org/wiki/Ferntree_Gully_railway_station","37°52′54″S 145°17′43″E﻿ / ﻿37.88156°S 145.29516°E﻿ / -37.88156; 145.29516","https://geohack.toolforge.org/geohack.php?pagename=Ferntree_Gully_railway_station&params=37.88156_S_145.29516_E_type:railwaystation_region:AU-VIC","-37.88156"
"1625383235-426","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Aspendale","https://en.wikipedia.org/wiki/Aspendale_railway_station","38°01′38″S 145°06′07″E﻿ / ﻿38.0273°S 145.1020°E﻿ / -38.0273; 145.1020","https://geohack.toolforge.org/geohack.php?pagename=Aspendale_railway_station&params=38.0273_S_145.102_E_type:railwaystation_region:AU-VIC","145.102"
"1625383042-353","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Cranbourne","https://en.wikipedia.org/wiki/Cranbourne_railway_station","38°06′00″S 145°16′52″E﻿ / ﻿38.1000°S 145.2811°E﻿ / -38.1000; 145.2811","https://geohack.toolforge.org/geohack.php?pagename=Cranbourne_railway_station&params=38.1_S_145.2811_E_type:railwaystation_region:AU-VIC","-38.1"
"1625382163-22","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","West Richmond","https://en.wikipedia.org/wiki/West_Richmond_railway_station","37°48′54″S 144°59′29″E﻿ / ﻿37.8150°S 144.9914°E﻿ / -37.8150; 144.9914","https://geohack.toolforge.org/geohack.php?pagename=West_Richmond_railway_station&params=37.815_S_144.9914_E_type:railwaystation_region:AU-VIC","144.9914"
"1625383183-406","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Berwick","https://en.wikipedia.org/wiki/Berwick_railway_station,_Melbourne","38°02′23″S 145°20′42″E﻿ / ﻿38.0397°S 145.3450°E﻿ / -38.0397; 145.3450","https://geohack.toolforge.org/geohack.php?pagename=Berwick_railway_station,_Melbourne&params=38.0397_S_145.345_E_type:railwaystation_region:AU-VIC","145.345"
"1625382533-161","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Narre Warren","https://en.wikipedia.org/wiki/Narre_Warren_railway_station","38°01′40″S 145°18′14″E﻿ / ﻿38.0277°S 145.3039°E﻿ / -38.0277; 145.3039","https://geohack.toolforge.org/geohack.php?pagename=Narre_Warren_railway_station&params=38.0277_S_145.3039_E_type:railwaystation_region:AU-VIC","-38.0277"
"1625382807-266","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hawkstowe","https://en.wikipedia.org/wiki/Hawkstowe_railway_station","37°37′18″S 145°05′51″E﻿ / ﻿37.6218°S 145.0975°E﻿ / -37.6218; 145.0975","https://geohack.toolforge.org/geohack.php?pagename=Hawkstowe_railway_station&params=37.6218_S_145.0975_E_type:railwaystation_region:AU-VIC","145.0975"
"1625383188-408","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Bentleigh","https://en.wikipedia.org/wiki/Bentleigh_railway_station","37°55′03″S 145°02′13″E﻿ / ﻿37.9175°S 145.0369°E﻿ / -37.9175; 145.0369","https://geohack.toolforge.org/geohack.php?pagename=Bentleigh_railway_station&params=37.9175_S_145.0369_E_type:railwaystation_region:AU-VIC","145.0369"
"1625382554-170","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Moreland","https://en.wikipedia.org/wiki/Moreland_railway_station","37°45′16″S 144°57′43″E﻿ / ﻿37.7545°S 144.9619°E﻿ / -37.7545; 144.9619","https://geohack.toolforge.org/geohack.php?pagename=Moreland_railway_station&params=37.7545_S_144.9619_E_type:railwaystation_region:AU-VIC","144.9619"
"1625382570-175","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Moorabbin","https://en.wikipedia.org/wiki/Moorabbin_railway_station","37°56′03″S 145°02′12″E﻿ / ﻿37.9343°S 145.0367°E﻿ / -37.9343; 145.0367","https://geohack.toolforge.org/geohack.php?pagename=Moorabbin_railway_station&params=37.9343_S_145.0367_E_type:railwaystation_region:AU-VIC","-37.9343"
"1625382580-179","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Montmorency","https://en.wikipedia.org/wiki/Montmorency_railway_station,_Victoria","37°42′55″S 145°07′17″E﻿ / ﻿37.7153°S 145.1214°E﻿ / -37.7153; 145.1214","https://geohack.toolforge.org/geohack.php?pagename=Montmorency_railway_station,_Melbourne&params=37.7153_S_145.1214_E_type:railwaystation_region:AU-VIC","-37.7153"
"1625382587-182","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mont Albert","https://en.wikipedia.org/wiki/Mont_Albert_railway_station","37°49′10″S 145°06′20″E﻿ / ﻿37.81955°S 145.10556°E﻿ / -37.81955; 145.10556","https://geohack.toolforge.org/geohack.php?pagename=Mont_Albert_railway_station&params=37.81955_S_145.10556_E_region:AU_type:railwaystation","145.10556"
"1625382910-304","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flinders Street","https://en.wikipedia.org/wiki/Flinders_Street_railway_station","37°49′05″S 144°58′01″E﻿ / ﻿37.818078°S 144.96681°E﻿ / -37.818078; 144.96681","https://geohack.toolforge.org/geohack.php?pagename=Flinders_Street_railway_station&params=37.818078_S_144.96681_E_type:railwaystation_region:AU-VIC","144.96681"
"1625382215-41","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Tyabb","https://en.wikipedia.org/wiki/Tyabb_railway_station","38°15′35″S 145°11′10″E﻿ / ﻿38.2597°S 145.1862°E﻿ / -38.2597; 145.1862","https://geohack.toolforge.org/geohack.php?pagename=Tyabb_railway_station&params=38.2597_S_145.1862_E_type:railwaystation_region:AU-VIC","-38.2597"
"1625383282-444","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Aircraft","https://en.wikipedia.org/wiki/Aircraft_railway_station","37°52′00″S 144°45′39″E﻿ / ﻿37.8666°S 144.7609°E﻿ / -37.8666; 144.7609","https://geohack.toolforge.org/geohack.php?pagename=Aircraft_railway_station&params=37.8666_S_144.7609_E_region:AU-VIC_type:railwaystation","144.7609"
"1625382168-24","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","West Footscray","https://en.wikipedia.org/wiki/West_Footscray_railway_station","37°48′06″S 144°53′07″E﻿ / ﻿37.8018°S 144.8853°E﻿ / -37.8018; 144.8853","https://geohack.toolforge.org/geohack.php?pagename=West_Footscray_railway_station&params=37.8018_S_144.8853_E_type:railwaystation_region:AU-VIC","144.8853"
"1625382650-206","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Malvern","https://en.wikipedia.org/wiki/Malvern_railway_station,_Melbourne","37°51′59″S 145°01′44″E﻿ / ﻿37.8664°S 145.0290°E﻿ / -37.8664; 145.0290","https://geohack.toolforge.org/geohack.php?pagename=Malvern_railway_station,_Melbourne&params=37.8664_S_145.029_E_type:railwaystation_region:AU-VIC","145.029"
"1625382449-129","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Parliament","https://en.wikipedia.org/wiki/Parliament_railway_station","37°48′41″S 144°58′23″E﻿ / ﻿37.81139°S 144.97306°E﻿ / -37.81139; 144.97306","https://geohack.toolforge.org/geohack.php?pagename=Parliament_railway_station&params=37_48_41_S_144_58_23_E_type:railwaystation_region:AU-VIC","-37.811389"
"1625382385-105","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Rosanna","https://en.wikipedia.org/wiki/Rosanna_railway_station","37°44′34″S 145°03′58″E﻿ / ﻿37.7429°S 145.0662°E﻿ / -37.7429; 145.0662","https://geohack.toolforge.org/geohack.php?pagename=Rosanna_railway_station&params=37.7429_S_145.0662_E_type:railwaystation_region:AU-VIC","-37.7429"
"1625382624-196","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Merlynston","https://en.wikipedia.org/wiki/Merlynston_railway_station","37°43′15″S 144°57′41″E﻿ / ﻿37.7209°S 144.9613°E﻿ / -37.7209; 144.9613","https://geohack.toolforge.org/geohack.php?pagename=Merlynston_railway_station&params=37.7209_S_144.9613_E_type:railwaystation_region:AU-VIC","144.9613"
"1625383058-359","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Collingwood","https://en.wikipedia.org/wiki/Collingwood_railway_station","37°48′16″S 144°59′37″E﻿ / ﻿37.8044°S 144.9936°E﻿ / -37.8044; 144.9936","https://geohack.toolforge.org/geohack.php?pagename=Collingwood_railway_station&params=37.8044_S_144.9936_E_type:railwaystation_region:AU-VIC","-37.8044"
"1625383032-350","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Croxton","https://en.wikipedia.org/wiki/Croxton_railway_station","37°45′51″S 144°59′48″E﻿ / ﻿37.7642°S 144.9968°E﻿ / -37.7642; 144.9968","https://geohack.toolforge.org/geohack.php?pagename=Croxton_railway_station&params=37.7642_S_144.9968_E_type:railwaystation_region:AU-VIC","144.9968"
"1625382522-158","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Newport","https://en.wikipedia.org/wiki/Newport_railway_station,_Melbourne","37°50′33″S 144°53′00″E﻿ / ﻿37.8424°S 144.8833°E﻿ / -37.8424; 144.8833","https://geohack.toolforge.org/geohack.php?pagename=Newport_railway_station,_Melbourne&params=37.8424_S_144.8833_E_type:railwaystation_region:AU-VIC","144.8833"
"1625383219-419","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Batman","https://en.wikipedia.org/wiki/Batman_railway_station","37°44′01″S 144°57′46″E﻿ / ﻿37.7335°S 144.9628°E﻿ / -37.7335; 144.9628","https://geohack.toolforge.org/geohack.php?pagename=Batman_railway_station&params=37.7335_S_144.9628_E_type:railwaystation_region:AU-VIC","-37.7335"
"1625383092-371","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Chatham","https://en.wikipedia.org/wiki/Chatham_railway_station,_Melbourne","37°49′27″S 145°05′19″E﻿ / ﻿37.8242°S 145.0887°E﻿ / -37.8242; 145.0887","https://geohack.toolforge.org/geohack.php?pagename=Chatham_railway_station,_Melbourne&params=37.8242_S_145.0887_E_type:railwaystation_region:AU-VIC","-37.8242"
"1625383130-386","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Burwood","https://en.wikipedia.org/wiki/Burwood_railway_station,_Melbourne","37°51′06″S 145°04′50″E﻿ / ﻿37.8516°S 145.0805°E﻿ / -37.8516; 145.0805","https://geohack.toolforge.org/geohack.php?pagename=Burwood_railway_station,_Melbourne&params=37.8516_S_145.0805_E_type:railwaystation_region:AU-VIC","145.0805"
"1625382396-109","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ripponlea","https://en.wikipedia.org/wiki/Ripponlea_railway_station","37°52′33″S 144°59′42″E﻿ / ﻿37.8759°S 144.9951°E﻿ / -37.8759; 144.9951","https://geohack.toolforge.org/geohack.php?pagename=Ripponlea_railway_station&params=37.8759_S_144.9951_E_type:railwaystation_region:AU-VIC","-37.8759"
"1625383053-357","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Coolaroo","https://en.wikipedia.org/wiki/Coolaroo_railway_station","37°39′36″S 144°55′34″E﻿ / ﻿37.660°S 144.926°E﻿ / -37.660; 144.926","https://geohack.toolforge.org/geohack.php?pagename=Coolaroo_railway_station&params=37.66_S_144.926_E_type:railwaystation_region:AU-VIC","-37.66"
"1625382675-215","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Leawarra","https://en.wikipedia.org/wiki/Leawarra_railway_station","38°09′07″S 145°08′22″E﻿ / ﻿38.1520°S 145.1394°E﻿ / -38.1520; 145.1394","https://geohack.toolforge.org/geohack.php?pagename=Leawarra_railway_station&params=38.152_S_145.1394_E_type:railwaystation_region:AU-VIC","-38.152"
"1625382899-300","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Frankston","https://en.wikipedia.org/wiki/Frankston_railway_station","38°08′35″S 145°07′34″E﻿ / ﻿38.143°S 145.126°E﻿ / -38.143; 145.126","https://geohack.toolforge.org/geohack.php?pagename=Frankston_railway_station&params=38.143_S_145.126_E_type:railwaystation_region:AU-VIC","145.126"
"1625382115-3","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Yarraman","https://en.wikipedia.org/wiki/Yarraman_railway_station","37°58′41″S 145°11′29″E﻿ / ﻿37.9780°S 145.1915°E﻿ / -37.9780; 145.1915","https://geohack.toolforge.org/geohack.php?pagename=Yarraman_railway_station&params=37.978_S_145.1915_E_type:railwaystation_region:AU-VIC","-37.978"
"1625382635-199","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mentone","https://en.wikipedia.org/wiki/Mentone_railway_station","37°58′55″S 145°03′55″E﻿ / ﻿37.9820°S 145.0652°E﻿ / -37.9820; 145.0652","https://geohack.toolforge.org/geohack.php?pagename=Mentone_railway_station&params=37.982_S_145.0652_E_type:railwaystation_region:AU-VIC","-37.982"
"1625382915-306","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flemington Racecourse","https://en.wikipedia.org/wiki/Flemington_Racecourse_railway_station","37°47′16″S 144°54′24″E﻿ / ﻿37.7879°S 144.9068°E﻿ / -37.7879; 144.9068","https://geohack.toolforge.org/geohack.php?pagename=Flemington_Racecourse_railway_station&params=37.7879_S_144.9068_E_type:railwaystation_region:AU-VIC","144.9068"
"1625382221-44","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Tottenham","https://en.wikipedia.org/wiki/Tottenham_railway_station","37°47′57″S 144°51′48″E﻿ / ﻿37.7993°S 144.8632°E﻿ / -37.7993; 144.8632","https://geohack.toolforge.org/geohack.php?pagename=Tottenham_railway_station&params=37.7993_S_144.8632_E_type:railwaystation_region:AU-VIC","144.8632"
"1625382433-123","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Prahran","https://en.wikipedia.org/wiki/Prahran_railway_station","37°50′58″S 144°59′24″E﻿ / ﻿37.8495°S 144.9899°E﻿ / -37.8495; 144.9899","https://geohack.toolforge.org/geohack.php?pagename=Prahran_railway_station&params=37.8495_S_144.9899_E_type:railwaystation_region:AU-VIC","-37.8495"
"1625383048-356","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Craigieburn","https://en.wikipedia.org/wiki/Craigieburn_railway_station","37°36′10″S 144°56′35″E﻿ / ﻿37.602842°S 144.942927°E﻿ / -37.602842; 144.942927","https://geohack.toolforge.org/geohack.php?pagename=Craigieburn_railway_station&params=37.602842_S_144.942927_E_region:AU-VIC_type:railwaystation","144.942927"
"1625383074-366","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Clayton","https://en.wikipedia.org/wiki/Clayton_railway_station,_Melbourne","37°55′28″S 145°07′12″E﻿ / ﻿37.9245°S 145.1201°E﻿ / -37.9245; 145.1201","https://geohack.toolforge.org/geohack.php?pagename=Clayton_railway_station,_Melbourne&params=37.9245_S_145.1201_E_type:railwaystation_region:AU-VIC","145.1201"
"1625382952-319","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Epping","https://en.wikipedia.org/wiki/Epping_railway_station,_Melbourne","37°39′08″S 145°01′51″E﻿ / ﻿37.6521°S 145.0308°E﻿ / -37.6521; 145.0308","https://geohack.toolforge.org/geohack.php?pagename=Epping_railway_station,_Melbourne&params=37.6521_S_145.0308_E_type:railwaystation_region:AU-VIC","-37.6521"
"1625382851-281","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Glenroy","https://en.wikipedia.org/wiki/Glenroy_railway_station","37°42′17″S 144°55′02″E﻿ / ﻿37.7046°S 144.9173°E﻿ / -37.7046; 144.9173","https://geohack.toolforge.org/geohack.php?pagename=Glenroy_railway_station&params=37.7046_S_144.9173_E_region:AU-VIC_type:railwaystation","-37.7046"
"1625382359-96","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Sandown Park","https://en.wikipedia.org/wiki/Sandown_Park_railway_station,_Melbourne","37°57′24″S 145°09′48″E﻿ / ﻿37.9568°S 145.1632°E﻿ / -37.9568; 145.1632","https://geohack.toolforge.org/geohack.php?pagename=Sandown_Park_railway_station,_Melbourne&params=37.9568_S_145.1632_E_type:railwaystation_region:AU-VIC","145.1632"
"1625382608-189","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Middle Brighton","https://en.wikipedia.org/wiki/Middle_Brighton_railway_station","37°54′54″S 144°59′47″E﻿ / ﻿37.9150°S 144.9963°E﻿ / -37.9150; 144.9963","https://geohack.toolforge.org/geohack.php?pagename=Middle_Brighton_railway_station&params=37.915_S_144.9963_E_type:railwaystation_region:AU-VIC","-37.915"
"1625382348-92","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Seaford","https://en.wikipedia.org/wiki/Seaford_railway_station,_Melbourne","38°06′14″S 145°07′41″E﻿ / ﻿38.1040°S 145.1281°E﻿ / -38.1040; 145.1281","https://geohack.toolforge.org/geohack.php?pagename=Seaford_railway_station,_Melbourne&params=38.104_S_145.1281_E_type:railwaystation_region:AU-VIC","145.1281"
"1625382464-136","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ormond","https://en.wikipedia.org/wiki/Ormond_railway_station","37°54′12″S 145°02′22″E﻿ / ﻿37.9032°S 145.0395°E﻿ / -37.9032; 145.0395","https://geohack.toolforge.org/geohack.php?pagename=Ormond_railway_station&params=37.9032_S_145.0395_E_type:railwaystation_region:AU-VIC","145.0395"
"1625382178-28","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Wattle Glen","https://en.wikipedia.org/wiki/Wattle_Glen_railway_station","37°39′50″S 145°10′54″E﻿ / ﻿37.6640°S 145.1816°E﻿ / -37.6640; 145.1816","https://geohack.toolforge.org/geohack.php?pagename=Wattle_Glen_railway_station&params=37.664_S_145.1816_E_type:railwaystation_region:AU-VIC","145.1816"
"1625382659-210","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Macaulay","https://en.wikipedia.org/wiki/Macaulay_railway_station","37°47′41″S 144°56′10″E﻿ / ﻿37.7946°S 144.9362°E﻿ / -37.7946; 144.9362","https://geohack.toolforge.org/geohack.php?pagename=Macaulay_railway_station&params=37.7946_S_144.9362_E_type:railwaystation_region:AU-VIC","144.9362"
"1625382443-128","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Pascoe Vale","https://en.wikipedia.org/wiki/Pascoe_Vale_railway_station","37°43′49″S 144°55′42″E﻿ / ﻿37.7302°S 144.9284°E﻿ / -37.7302; 144.9284","https://geohack.toolforge.org/geohack.php?pagename=Pascoe_Vale_railway_station&params=37.7302_S_144.9284_E_type:railwaystation_region:AU-VIC","144.9284"
"1625382894-297","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Gardenvale","https://en.wikipedia.org/wiki/Gardenvale_railway_station","37°53′48″S 145°00′15″E﻿ / ﻿37.8967°S 145.0041°E﻿ / -37.8967; 145.0041","https://geohack.toolforge.org/geohack.php?pagename=Gardenvale_railway_station&params=37.8967_S_145.0041_E_type:railwaystation_region:AU-VIC","-37.8967"
"1625383177-403","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Bittern","https://en.wikipedia.org/wiki/Bittern_railway_station","38°20′14″S 145°10′41″E﻿ / ﻿38.3371°S 145.1780°E﻿ / -38.3371; 145.1780","https://geohack.toolforge.org/geohack.php?pagename=Bittern_railway_station&params=38.3371_S_145.178_E_type:railwaystation_region:AU-VIC","-38.3371"
"1625382889-296","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Gardiner","https://en.wikipedia.org/wiki/Gardiner_railway_station","37°51′12″S 145°03′06″E﻿ / ﻿37.85329°S 145.05163°E﻿ / -37.85329; 145.05163","https://geohack.toolforge.org/geohack.php?pagename=Gardiner_railway_station&params=37.85329_S_145.05163_E_type:railwaystation_region:AU-VIC","145.05163"
"1625382733-237","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Jewell","https://en.wikipedia.org/wiki/Jewell_railway_station","37°46′30″S 144°57′31″E﻿ / ﻿37.7750°S 144.9587°E﻿ / -37.7750; 144.9587","https://geohack.toolforge.org/geohack.php?pagename=Jewell_railway_station&params=37.775_S_144.9587_E_type:railwaystation_region:AU-VIC","-37.775"
"1625382189-31","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Watergardens","https://en.wikipedia.org/wiki/Watergardens_railway_station","37°42′03″S 144°46′26″E﻿ / ﻿37.7008°S 144.7738°E﻿ / -37.7008; 144.7738","https://geohack.toolforge.org/geohack.php?pagename=Watergardens_railway_station&params=37.7008_S_144.7738_E_type:railwaystation_region:AU-VIC","-37.7008"
"1625382480-142","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Oak Park","https://en.wikipedia.org/wiki/Oak_Park_railway_station","37°43′04″S 144°55′18″E﻿ / ﻿37.7179°S 144.9216°E﻿ / -37.7179; 144.9216","https://geohack.toolforge.org/geohack.php?pagename=Oak_Park_railway_station&params=37.7179_S_144.9216_E_type:railwaystation_region:AU-VIC","144.9216"
"1625382728-235","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Jolimont","https://en.wikipedia.org/wiki/Jolimont_railway_station","37°48′59″S 144°58′58″E﻿ / ﻿37.81638°S 144.98290°E﻿ / -37.81638; 144.98290","https://geohack.toolforge.org/geohack.php?pagename=Jolimont_railway_station&params=37.81638_S_144.98290_E_type:railwaystation_region:AU-VIC","-37.81638"
"1625383086-369","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Chelsea","https://en.wikipedia.org/wiki/Chelsea_railway_station,_Melbourne","38°03′07″S 145°06′57″E﻿ / ﻿38.0520°S 145.1159°E﻿ / -38.0520; 145.1159","https://geohack.toolforge.org/geohack.php?pagename=Chelsea_railway_station,_Melbourne&params=38.052_S_145.1159_E_type:railwaystation_region:AU-VIC","-38.052"
"1625382565-173","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mooroolbark","https://en.wikipedia.org/wiki/Mooroolbark_railway_station","37°47′05″S 145°18′45″E﻿ / ﻿37.7847°S 145.3125°E﻿ / -37.7847; 145.3125","https://geohack.toolforge.org/geohack.php?pagename=Mooroolbark_railway_station&params=37.7847_S_145.3125_E_type:railwaystation_region:AU-VIC","-37.7847"
"1625382560-172","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mordialloc","https://en.wikipedia.org/wiki/Mordialloc_railway_station","38°00′24″S 145°05′15″E﻿ / ﻿38.0066°S 145.0875°E﻿ / -38.0066; 145.0875","https://geohack.toolforge.org/geohack.php?pagename=Mordialloc_railway_station&params=38.0066_S_145.0875_E_type:railwaystation_region:AU-VIC","145.0875"
"1625383246-429","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ascot Vale","https://en.wikipedia.org/wiki/Ascot_Vale_railway_station","37°46′31″S 144°55′19″E﻿ / ﻿37.77528°S 144.92194°E﻿ / -37.77528; 144.92194","https://geohack.toolforge.org/geohack.php?pagename=Ascot_Vale_railway_station&params=37_46_31_S_144_55_19_E_region:AU-VIC_type:railwaystation","-37.775278"
"1625382696-224","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Kooyong","https://en.wikipedia.org/wiki/Kooyong_railway_station","37°50′24″S 145°02′00″E﻿ / ﻿37.83990°S 145.03337°E﻿ / -37.83990; 145.03337","https://geohack.toolforge.org/geohack.php?pagename=Kooyong_railway_station&params=37.83990_S_145.03337_E_type:railwaystation_region:AU-VIC","145.03337"
"1625382598-185","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Middle Gorge","https://en.wikipedia.org/wiki/Middle_Gorge_railway_station","37°38′39″S 145°05′31″E﻿ / ﻿37.6443°S 145.0919°E﻿ / -37.6443; 145.0919","https://geohack.toolforge.org/geohack.php?pagename=Middle_Gorge_railway_station&params=37.6443_S_145.0919_E_type:railwaystation_region:AU-VIC","-37.6443"
"1625382592-183","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mitcham","https://en.wikipedia.org/wiki/Mitcham_railway_station,_Melbourne","37°49′05″S 145°11′31″E﻿ / ﻿37.8180°S 145.1920°E﻿ / -37.8180; 145.1920","https://geohack.toolforge.org/geohack.php?pagename=Mitcham_railway_station,_Melbourne&params=37.818_S_145.192_E_type:railwaystation_region:AU-VIC","-37.818"
