web-scraper-order,web-scraper-start-url,station-name-link,station-name-link-href,coordinates
1625310633-141,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Northcote,https://en.wikipedia.org/wiki/Northcote_railway_station,37°46′11″S
1625310753-234,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jewell,https://en.wikipedia.org/wiki/Jewell_railway_station,144°57′31″E
1625310517-55,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Syndal,https://en.wikipedia.org/wiki/Syndal_railway_station,37°52′35″S
1625310571-97,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ruthven,https://en.wikipedia.org/wiki/Ruthven_railway_station,37°42′28″S
1625310724-212,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Leawarra,https://en.wikipedia.org/wiki/Leawarra_railway_station,145°08′22″E
1625310664-165,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Moreland,https://en.wikipedia.org/wiki/Moreland_railway_station,37°45′16″S
1625310835-295,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Frankston,https://en.wikipedia.org/wiki/Frankston_railway_station,38°08′35″S
1625310512-51,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Thomastown,"https://en.wikipedia.org/wiki/Thomastown_railway_station,_Melbourne",37°40′49″S
1625310957-390,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Brighton Beach,https://en.wikipedia.org/wiki/Brighton_Beach_railway_station,144°59′21″E
1625310740-224,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Kensington,"https://en.wikipedia.org/wiki/Kensington_railway_station,_Melbourne",144°55′51″E
1625310949-383,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Burnley,https://en.wikipedia.org/wiki/Burnley_railway_station,37°49′39″S
1625310625-135,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Oakleigh,https://en.wikipedia.org/wiki/Oakleigh_railway_station,37°54′02″S
1625310561-89,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Seaholme,https://en.wikipedia.org/wiki/Seaholme_railway_station,37°52′04″S
1625310949-384,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Burnley,https://en.wikipedia.org/wiki/Burnley_railway_station,145°00′24″E
1625311015-431,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Altona,https://en.wikipedia.org/wiki/Altona_railway_station,37°52′02″S
1625310769-245,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hoppers Crossing,https://en.wikipedia.org/wiki/Hoppers_Crossing_railway_station,37°53′00″S
1625310465-16,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Westona,https://en.wikipedia.org/wiki/Westona_railway_station,144°48′49″E
1625310704-196,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mentone,https://en.wikipedia.org/wiki/Mentone_railway_station,145°03′55″E
1625310942-377,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Canterbury,"https://en.wikipedia.org/wiki/Canterbury_railway_station,_Melbourne",37°49′28″S
1625310553-84,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Somerville,https://en.wikipedia.org/wiki/Somerville_railway_station,145°10′34″E
1625310470-20,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Westall,https://en.wikipedia.org/wiki/Westall_railway_station,145°08′18″E
1625310564-92,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Seaford,"https://en.wikipedia.org/wiki/Seaford_railway_station,_Melbourne",145°07′41″E
1625310718-207,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Lynbrook,https://en.wikipedia.org/wiki/Lynbrook_railway_station,38°3′28″S
1625310791-261,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hawkstowe,https://en.wikipedia.org/wiki/Hawkstowe_railway_station,37°37′18″S
1625310924-363,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Cheltenham,"https://en.wikipedia.org/wiki/Cheltenham_railway_station,_Melbourne",37°58′01″S
1625310693-187,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Merri,https://en.wikipedia.org/wiki/Merri_railway_station,37°46′40″S
1625310636-144,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,North Williamstown,https://en.wikipedia.org/wiki/North_Williamstown_railway_station,144°53′20″E
1625310566-94,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Sandringham,https://en.wikipedia.org/wiki/Sandringham_railway_station,145°00′16″E
1625310850-308,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ferntree Gully,https://en.wikipedia.org/wiki/Ferntree_Gully_railway_station,145°17′43″E
1625310913-355,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Collingwood,https://en.wikipedia.org/wiki/Collingwood_railway_station,37°48′16″S
1625310564-91,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Seaford,"https://en.wikipedia.org/wiki/Seaford_railway_station,_Melbourne",38°06′14″S
1625310539-73,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Southland,https://en.wikipedia.org/wiki/Southland_railway_station,37°57′32″S
1625310532-67,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,St Albans,"https://en.wikipedia.org/wiki/St_Albans_railway_station,_Melbourne",37°44′40″S
1625310775-249,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Highett,https://en.wikipedia.org/wiki/Highett_railway_station,37°56′55″S
1625310899-346,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Croxton,https://en.wikipedia.org/wiki/Croxton_railway_station,144°59′48″E
1625310473-21,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,West Richmond,https://en.wikipedia.org/wiki/West_Richmond_railway_station,37°48′54″S
1625310777-252,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Heyington,https://en.wikipedia.org/wiki/Heyington_railway_station,145°01′22″E
1625310871-323,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,East Richmond,"https://en.wikipedia.org/wiki/East_Richmond_railway_station,_Melbourne",37°49′35″S
1625310708-200,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,McKinnon,https://en.wikipedia.org/wiki/McKinnon_railway_station,145°02′18″E
1625310838-298,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Footscray,https://en.wikipedia.org/wiki/Footscray_railway_station,144°54′09″E
1625310685-181,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Middle Gorge,https://en.wikipedia.org/wiki/Middle_Gorge_railway_station,37°38′39″S
1625310514-53,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Tecoma,https://en.wikipedia.org/wiki/Tecoma_railway_station,37°54′29″S
1625310793-263,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hawksburn,https://en.wikipedia.org/wiki/Hawksburn_railway_station,37°50′41″S
1625310924-364,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Cheltenham,"https://en.wikipedia.org/wiki/Cheltenham_railway_station,_Melbourne",145°03′17″E
1625310550-81,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,South Kensington,https://en.wikipedia.org/wiki/South_Kensington_railway_station,37°47′59″S
1625310601-117,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Preston,"https://en.wikipedia.org/wiki/Preston_railway_station,_Melbourne",37°44′19″S
1625310721-210,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Lilydale,https://en.wikipedia.org/wiki/Lilydale_railway_station,145°20′51″E
1625310669-170,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mooroolbark,https://en.wikipedia.org/wiki/Mooroolbark_railway_station,145°18′45″E
1625310809-276,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Gowrie,https://en.wikipedia.org/wiki/Gowrie_railway_station,144°57′32″E
1625310658-161,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mount Waverley,https://en.wikipedia.org/wiki/Mount_Waverley_railway_station,37°52′31″S
1625310527-63,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Strathmore,https://en.wikipedia.org/wiki/Strathmore_railway_station,37°44′37″S
1625310969-398,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Blackburn,"https://en.wikipedia.org/wiki/Blackburn_railway_station,_Melbourne",145°09′00″E
1625311009-428,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Armadale,"https://en.wikipedia.org/wiki/Armadale_railway_station,_Melbourne",145°01′09″E
1625310971-399,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Bittern,https://en.wikipedia.org/wiki/Bittern_railway_station,38°20′14″S
1625310478-26,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Werribee,https://en.wikipedia.org/wiki/Werribee_railway_station,144°39′40″E
1625310566-93,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Sandringham,https://en.wikipedia.org/wiki/Sandringham_railway_station,37°57′01″S
1625310860-315,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Epping,"https://en.wikipedia.org/wiki/Epping_railway_station,_Melbourne",37°39′08″S
1625310969-397,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Blackburn,"https://en.wikipedia.org/wiki/Blackburn_railway_station,_Melbourne",37°49′12″S
1625310788-259,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hawthorn,"https://en.wikipedia.org/wiki/Hawthorn_railway_station,_Melbourne",37°49′19″S
1625310599-116,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Regent,https://en.wikipedia.org/wiki/Regent_railway_station,145°00′10″E
1625310937-374,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Carnegie,https://en.wikipedia.org/wiki/Carnegie_railway_station,145°03′31″E
1625310462-13,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Williams Landing,https://en.wikipedia.org/wiki/Williams_Landing_railway_station,37°52′13″S
1625311006-425,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ascot Vale,https://en.wikipedia.org/wiki/Ascot_Vale_railway_station,37°46′31″S
1625310574-100,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Rushall,https://en.wikipedia.org/wiki/Rushall_railway_station,144°59′31″E
1625310653-158,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Narre Warren,https://en.wikipedia.org/wiki/Narre_Warren_railway_station,145°18′14″E
1625310946-381,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Burwood,"https://en.wikipedia.org/wiki/Burwood_railway_station,_Melbourne",37°51′06″S
1625310803-271,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hallam,https://en.wikipedia.org/wiki/Hallam_railway_station,38°01′04″S
1625310785-257,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Heatherdale,https://en.wikipedia.org/wiki/Heatherdale_railway_station,37°49′08″S
1625310579-103,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Roxburgh Park,https://en.wikipedia.org/wiki/Roxburgh_Park_railway_station,37°38′18″S
1625310485-32,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Watergardens,https://en.wikipedia.org/wiki/Watergardens_railway_station,144°46′26″E
1625310952-385,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Brunswick,"https://en.wikipedia.org/wiki/Brunswick_railway_station,_Melbourne",37°46′04″S
1625310934-372,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Carrum,https://en.wikipedia.org/wiki/Carrum_railway_station,145°07′20″E
1625310680-178,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mont Albert,https://en.wikipedia.org/wiki/Mont_Albert_railway_station,145°06′20″E
1625310496-39,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Upfield,https://en.wikipedia.org/wiki/Upfield_railway_station,37°39′58″S
1625310891-339,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Darebin,https://en.wikipedia.org/wiki/Darebin_railway_station,37°46′30″S
1625310509-49,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Thornbury,"https://en.wikipedia.org/wiki/Thornbury_railway_station,_Melbourne",37°45′19″S
1625310530-65,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Stony Point,https://en.wikipedia.org/wiki/Stony_Point_railway_station,38°22′27″S
1625310625-136,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Oakleigh,https://en.wikipedia.org/wiki/Oakleigh_railway_station,145°05′18″E
1625310767-244,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hughesdale,https://en.wikipedia.org/wiki/Hughesdale_railway_station,145°04′35″E
1625310913-356,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Collingwood,https://en.wikipedia.org/wiki/Collingwood_railway_station,144°59′37″E
1625310517-56,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Syndal,https://en.wikipedia.org/wiki/Syndal_railway_station,145°08′58″E
1625310682-180,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mitcham,"https://en.wikipedia.org/wiki/Mitcham_railway_station,_Melbourne",145°11′31″E
1625310800-269,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hampton,"https://en.wikipedia.org/wiki/Hampton_railway_station,_Melbourne",37°56′18″S
1625310775-250,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Highett,https://en.wikipedia.org/wiki/Highett_railway_station,145°02′30″E
1625310643-149,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,North Brighton,https://en.wikipedia.org/wiki/North_Brighton_railway_station,37°54′17″S
1625310623-134,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Officer,https://en.wikipedia.org/wiki/Officer_railway_station,145°24′40″E
1625310628-138,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Oak Park,https://en.wikipedia.org/wiki/Oak_Park_railway_station,144°55′18″E
1625310713-204,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Macleod,https://en.wikipedia.org/wiki/Macleod_railway_station,145°04′09″E
1625310863-317,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Eltham,"https://en.wikipedia.org/wiki/Eltham_railway_station,_Melbourne",37°42′50″S
1625310545-78,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,South Yarra,https://en.wikipedia.org/wiki/South_Yarra_railway_station,144°59′32″E
1625310556-86,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Showgrounds,"https://en.wikipedia.org/wiki/Showgrounds_railway_station,_Melbourne",144°54′54″E
1625310920-361,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Clayton,"https://en.wikipedia.org/wiki/Clayton_railway_station,_Melbourne",37°55′28″S
1625310985-410,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Beaconsfield,"https://en.wikipedia.org/wiki/Beaconsfield_railway_station,_Melbourne",145°21′58″E
1625310643-150,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,North Brighton,https://en.wikipedia.org/wiki/North_Brighton_railway_station,145°00′09″E
1625310473-22,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,West Richmond,https://en.wikipedia.org/wiki/West_Richmond_railway_station,144°59′29″E
1625310999-419,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Auburn,"https://en.wikipedia.org/wiki/Auburn_railway_station,_Melbourne",37°49′21″S
1625310798-267,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hartwell,https://en.wikipedia.org/wiki/Hartwell_railway_station,37°50′39″S
1625310460-11,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Williamstown,"https://en.wikipedia.org/wiki/Williamstown_railway_station,_Melbourne",37°52′04″S
1625310985-409,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Beaconsfield,"https://en.wikipedia.org/wiki/Beaconsfield_railway_station,_Melbourne",38°03′03″S
1625310734-220,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Kooyong,https://en.wikipedia.org/wiki/Kooyong_railway_station,145°02′00″E
1625310695-190,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mernda,https://en.wikipedia.org/wiki/Mernda_railway_station,145°6′5″E
1625311004-423,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ashburton,"https://en.wikipedia.org/wiki/Ashburton_railway_station,_Melbourne",37°51′43″S
1625310934-371,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Carrum,https://en.wikipedia.org/wiki/Carrum_railway_station,38°04′30″S
1625310791-262,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hawkstowe,https://en.wikipedia.org/wiki/Hawkstowe_railway_station,145°05′51″E
1625310756-235,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jacana,https://en.wikipedia.org/wiki/Jacana_railway_station,37°41′42″S
1625310742-225,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Keilor Plains,https://en.wikipedia.org/wiki/Keilor_Plains_railway_station,37°43′46″S
1625310806-274,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Greensborough,https://en.wikipedia.org/wiki/Greensborough_railway_station,145°06′29″E
1625310476-23,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,West Footscray,https://en.wikipedia.org/wiki/West_Footscray_railway_station,37°48′06″S
1625310488-34,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Victoria Park,"https://en.wikipedia.org/wiki/Victoria_Park_railway_station,_Melbourne",144°59′40″E
1625311001-421,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Aspendale,https://en.wikipedia.org/wiki/Aspendale_railway_station,38°01′38″S
1625310682-179,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mitcham,"https://en.wikipedia.org/wiki/Mitcham_railway_station,_Melbourne",37°49′05″S
1625310980-405,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Bell,"https://en.wikipedia.org/wiki/Bell_railway_station,_Melbourne",37°44′44″S
1625310926-365,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Chelsea,"https://en.wikipedia.org/wiki/Chelsea_railway_station,_Melbourne",38°03′07″S
1625310944-379,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Camberwell,"https://en.wikipedia.org/wiki/Camberwell_railway_station,_Melbourne",37°49′35″S
1625310860-316,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Epping,"https://en.wikipedia.org/wiki/Epping_railway_station,_Melbourne",145°01′51″E
1625310932-370,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Caulfield,https://en.wikipedia.org/wiki/Caulfield_railway_station,145°02′32″E
1625310671-171,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Moorabbin,https://en.wikipedia.org/wiki/Moorabbin_railway_station,37°56′03″S
1625310574-99,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Rushall,https://en.wikipedia.org/wiki/Rushall_railway_station,37°47′00″S
1625310645-152,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Noble Park,https://en.wikipedia.org/wiki/Noble_Park_railway_station,145°10′38″E
1625310944-380,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Camberwell,"https://en.wikipedia.org/wiki/Camberwell_railway_station,_Melbourne",145°03′31″E
1625310509-50,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Thornbury,"https://en.wikipedia.org/wiki/Thornbury_railway_station,_Melbourne",144°59′54″E
1625310507-48,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Toorak,https://en.wikipedia.org/wiki/Toorak_railway_station,145°00′50″E
1625310504-45,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Tooronga,https://en.wikipedia.org/wiki/Tooronga_railway_station,37°50′58″S
1625310748-229,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jordanville,https://en.wikipedia.org/wiki/Jordanville_railway_station,37°52′25″S
1625310688-184,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Middle Footscray,https://en.wikipedia.org/wiki/Middle_Footscray_railway_station,144°53′29″E
1625310715-206,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Macaulay,https://en.wikipedia.org/wiki/Macaulay_railway_station,144°56′10″E
1625310842-301,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Flemington Racecourse,https://en.wikipedia.org/wiki/Flemington_Racecourse_railway_station,37°47′16″S
1625310596-113,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Reservoir,https://en.wikipedia.org/wiki/Reservoir_railway_station,37°43′00″S
1625310907-351,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Craigieburn,https://en.wikipedia.org/wiki/Craigieburn_railway_station,37°36′10″S
1625310620-132,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ormond,https://en.wikipedia.org/wiki/Ormond_railway_station,145°02′22″E
1625310661-163,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Morradoo,https://en.wikipedia.org/wiki/Morradoo_railway_station,38°21′14″S
1625310520-57,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Surrey Hills,https://en.wikipedia.org/wiki/Surrey_Hills_railway_station,37°49′26″S
1625310929-368,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Chatham,"https://en.wikipedia.org/wiki/Chatham_railway_station,_Melbourne",145°05′19″E
1625310899-345,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Croxton,https://en.wikipedia.org/wiki/Croxton_railway_station,37°45′51″S
1625310455-7,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Willison,https://en.wikipedia.org/wiki/Willison_railway_station,37°50′09″S
1625310460-12,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Williamstown,"https://en.wikipedia.org/wiki/Williamstown_railway_station,_Melbourne",144°54′19″E
1625310993-416,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Batman,https://en.wikipedia.org/wiki/Batman_railway_station,144°57′46″E
1625310999-420,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Auburn,"https://en.wikipedia.org/wiki/Auburn_railway_station,_Melbourne",145°02′46″E
1625310761-240,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hurstbridge,https://en.wikipedia.org/wiki/Hurstbridge_railway_station,145°11′32″E
1625310645-151,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Noble Park,https://en.wikipedia.org/wiki/Noble_Park_railway_station,37°58′03″S
1625310587-110,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ripponlea,https://en.wikipedia.org/wiki/Ripponlea_railway_station,144°59′42″E
1625310829-292,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Gardiner,https://en.wikipedia.org/wiki/Gardiner_railway_station,145°03′06″E
1625310706-197,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Melbourne Central,https://en.wikipedia.org/wiki/Melbourne_Central_railway_station,37°48′36″S
1625310708-199,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,McKinnon,https://en.wikipedia.org/wiki/McKinnon_railway_station,37°54′37″S
1625310772-248,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Holmesglen,https://en.wikipedia.org/wiki/Holmesglen_railway_station,145°05′29″E
1625310729-215,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Lalor,https://en.wikipedia.org/wiki/Lalor_railway_station,37°39′57″S
1625310674-174,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Moonee Ponds,https://en.wikipedia.org/wiki/Moonee_Ponds_railway_station,144°55′10″E
1625310974-401,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Berwick,"https://en.wikipedia.org/wiki/Berwick_railway_station,_Melbourne",38°02′23″S
1625310677-176,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Montmorency,"https://en.wikipedia.org/wiki/Montmorency_railway_station,_Victoria",145°07′17″E
1625310868-321,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Edithvale,https://en.wikipedia.org/wiki/Edithvale_railway_station,38°02′17″S
1625310855-312,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Fairfield,"https://en.wikipedia.org/wiki/Fairfield_railway_station,_Melbourne",145°01′01″E
1625310750-231,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jolimont,https://en.wikipedia.org/wiki/Jolimont_railway_station,37°48′59″S
1625310858-313,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Essendon,https://en.wikipedia.org/wiki/Essendon_railway_station,37°45′22″S
1625310537-71,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Spotswood,https://en.wikipedia.org/wiki/Spotswood_railway_station,37°49′50″S
1625310858-314,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Essendon,https://en.wikipedia.org/wiki/Essendon_railway_station,144°54′58″E
1625310576-101,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Royal Park,https://en.wikipedia.org/wiki/Royal_Park_railway_station,37°46′53″S
1625310764-241,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Huntingdale,https://en.wikipedia.org/wiki/Huntingdale_railway_station,37°54′40″S
1625310674-173,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Moonee Ponds,https://en.wikipedia.org/wiki/Moonee_Ponds_railway_station,37°45′57″S
1625310809-275,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Gowrie,https://en.wikipedia.org/wiki/Gowrie_railway_station,37°42′03″S
1625310631-140,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Nunawading,https://en.wikipedia.org/wiki/Nunawading_railway_station,145°10′38″E
1625310960-391,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Box Hill,"https://en.wikipedia.org/wiki/Box_Hill_railway_station,_Melbourne",37°49′09″S
1625310685-182,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Middle Gorge,https://en.wikipedia.org/wiki/Middle_Gorge_railway_station,145°05′31″E
1625310977-403,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Bentleigh,https://en.wikipedia.org/wiki/Bentleigh_railway_station,37°55′03″S
1625310756-236,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jacana,https://en.wikipedia.org/wiki/Jacana_railway_station,144°54′57″E
1625310706-198,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Melbourne Central,https://en.wikipedia.org/wiki/Melbourne_Central_railway_station,144°57′46″E
