web-scraper-order,web-scraper-start-url,station-name-link,station-name-link-href,coordinates
1625310879-329,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Eaglemont,https://en.wikipedia.org/wiki/Eaglemont_railway_station,37°45′50″S
1625310666-168,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mordialloc,https://en.wikipedia.org/wiki/Mordialloc_railway_station,145°05′15″E
1625310796-265,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hastings,"https://en.wikipedia.org/wiki/Hastings_railway_station,_Melbourne",38°18′20″S
1625310873-325,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,East Malvern,https://en.wikipedia.org/wiki/East_Malvern_railway_station,37°52′37″S
1625311024-437,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Alamein,https://en.wikipedia.org/wiki/Alamein_railway_station,37°52′06″S
1625310832-294,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Gardenvale,https://en.wikipedia.org/wiki/Gardenvale_railway_station,145°00′15″E
1625310863-318,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Eltham,"https://en.wikipedia.org/wiki/Eltham_railway_station,_Melbourne",145°08′52″E
1625310601-118,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Preston,"https://en.wikipedia.org/wiki/Preston_railway_station,_Melbourne",145°00′02″E
1625310499-42,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Tyabb,https://en.wikipedia.org/wiki/Tyabb_railway_station,145°11′10″E
1625310690-186,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Middle Brighton,https://en.wikipedia.org/wiki/Middle_Brighton_railway_station,144°59′47″E
1625310593-112,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Richmond,"https://en.wikipedia.org/wiki/Richmond_railway_station,_Melbourne",144°59′20″E
1625310963-393,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Boronia,https://en.wikipedia.org/wiki/Boronia_railway_station,37°51′38″S
1625310907-352,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Craigieburn,https://en.wikipedia.org/wiki/Craigieburn_railway_station,144°56′35″E
1625310782-255,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Heathmont,https://en.wikipedia.org/wiki/Heathmont_railway_station,37°49′42″S
1625310847-305,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Flagstaff,https://en.wikipedia.org/wiki/Flagstaff_railway_station,37°48′43″S
1625310499-41,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Tyabb,https://en.wikipedia.org/wiki/Tyabb_railway_station,38°15′35″S
1625311004-424,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ashburton,"https://en.wikipedia.org/wiki/Ashburton_railway_station,_Melbourne",145°04′53″E
1625310579-104,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Roxburgh Park,https://en.wikipedia.org/wiki/Roxburgh_Park_railway_station,144°56′07″E
1625310816-281,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Glenferrie,https://en.wikipedia.org/wiki/Glenferrie_railway_station,37°49′18″S
1625310996-418,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Balaclava,"https://en.wikipedia.org/wiki/Balaclava_railway_station,_Melbourne",144°59′36″E
1625310524-61,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Sunbury,"https://en.wikipedia.org/wiki/Sunbury_railway_station,_Melbourne",37°34′45″S
1625310971-400,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Bittern,https://en.wikipedia.org/wiki/Bittern_railway_station,145°10′41″E
1625310942-378,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Canterbury,"https://en.wikipedia.org/wiki/Canterbury_railway_station,_Melbourne",145°04′53″E
1625310656-159,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Murrumbeena,https://en.wikipedia.org/wiki/Murrumbeena_railway_station,37°53′25″S
1625310612-125,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Parliament,https://en.wikipedia.org/wiki/Parliament_railway_station,37°48′41″S
1625310545-77,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,South Yarra,https://en.wikipedia.org/wiki/South_Yarra_railway_station,37°50′20″S
1625310865-319,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Elsternwick,https://en.wikipedia.org/wiki/Elsternwick_railway_station,37°53′05″S
1625311018-433,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Alphington,https://en.wikipedia.org/wiki/Alphington_railway_station,37°46′42″S
1625310604-120,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Prahran,https://en.wikipedia.org/wiki/Prahran_railway_station,144°59′24″E
1625310680-177,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mont Albert,https://en.wikipedia.org/wiki/Mont_Albert_railway_station,37°49′10″S
1625310483-30,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Watsonia,https://en.wikipedia.org/wiki/Watsonia_railway_station,145°05′02″E
1625310868-322,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Edithvale,https://en.wikipedia.org/wiki/Edithvale_railway_station,145°06′31″E
1625310886-336,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Dennis,https://en.wikipedia.org/wiki/Dennis_railway_station,145°00′30″E
1625310559-88,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Seddon,https://en.wikipedia.org/wiki/Seddon_railway_station,144°53′44″E
1625310788-260,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hawthorn,"https://en.wikipedia.org/wiki/Hawthorn_railway_station,_Melbourne",145°01′22″E
1625310800-270,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hampton,"https://en.wikipedia.org/wiki/Hampton_railway_station,_Melbourne",145°00′05″E
1625310677-175,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Montmorency,"https://en.wikipedia.org/wiki/Montmorency_railway_station,_Victoria",37°42′55″S
1625310532-68,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,St Albans,"https://en.wikipedia.org/wiki/St_Albans_railway_station,_Melbourne",144°47′59″E
1625310811-278,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Glenroy,https://en.wikipedia.org/wiki/Glenroy_railway_station,144°55′02″E
1625310932-369,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Caulfield,https://en.wikipedia.org/wiki/Caulfield_railway_station,37°52′38″S
1625310957-389,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Brighton Beach,https://en.wikipedia.org/wiki/Brighton_Beach_railway_station,37°55′35″S
1625310633-142,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Northcote,https://en.wikipedia.org/wiki/Northcote_railway_station,144°59′41″E
1625310715-205,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Macaulay,https://en.wikipedia.org/wiki/Macaulay_railway_station,37°47′41″S
1625310561-90,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Seaholme,https://en.wikipedia.org/wiki/Seaholme_railway_station,144°50′28″E
1625310609-124,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Pascoe Vale,https://en.wikipedia.org/wiki/Pascoe_Vale_railway_station,144°55′42″E
1625310881-332,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Diggers Rest,https://en.wikipedia.org/wiki/Diggers_Rest_railway_station,144°43′12″E
1625310481-27,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Wattle Glen,https://en.wikipedia.org/wiki/Wattle_Glen_railway_station,37°39′50″S
1625310939-375,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Cardinia Road,https://en.wikipedia.org/wiki/Cardinia_Road_railway_station,38°4′16″S
1625310796-266,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hastings,"https://en.wikipedia.org/wiki/Hastings_railway_station,_Melbourne",145°11′10″E
1625310826-290,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ginifer,https://en.wikipedia.org/wiki/Ginifer_railway_station,144°48′36″E
1625310494-37,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Upper Ferntree Gully,https://en.wikipedia.org/wiki/Upper_Ferntree_Gully_railway_station,37°53′34″S
1625310504-46,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Tooronga,https://en.wikipedia.org/wiki/Tooronga_railway_station,145°02′30″E
1625310737-222,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Keon Park,https://en.wikipedia.org/wiki/Keon_Park_railway_station,145°00′42″E
1625310840-300,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Flinders Street,https://en.wikipedia.org/wiki/Flinders_Street_railway_station,144°58′01″E
1625310638-145,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,North Richmond,https://en.wikipedia.org/wiki/North_Richmond_railway_station,37°48′37″S
1625310512-52,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Thomastown,"https://en.wikipedia.org/wiki/Thomastown_railway_station,_Melbourne",145°00′51″E
1625310745-227,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Kananook,https://en.wikipedia.org/wiki/Kananook_railway_station,38°07′18″S
1625310658-162,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Mount Waverley,https://en.wikipedia.org/wiki/Mount_Waverley_railway_station,145°07′42″E
1625310548-80,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,South Morang,https://en.wikipedia.org/wiki/South_Morang_railway_station,145°4′3″E
1625310819-283,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Glenbervie,https://en.wikipedia.org/wiki/Glenbervie_railway_station,37°44′50″S
1625310636-143,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,North Williamstown,https://en.wikipedia.org/wiki/North_Williamstown_railway_station,37°51′26″S
1625310824-288,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Glen Iris,https://en.wikipedia.org/wiki/Glen_Iris_railway_station,145°03′29″E
1625310587-109,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ripponlea,https://en.wikipedia.org/wiki/Ripponlea_railway_station,37°52′33″S
1625310753-233,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jewell,https://en.wikipedia.org/wiki/Jewell_railway_station,37°46′30″S
1625310891-340,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Darebin,https://en.wikipedia.org/wiki/Darebin_railway_station,145°02′19″E
1625310894-342,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Dandenong,https://en.wikipedia.org/wiki/Dandenong_railway_station,145°12′35″E
1625310988-411,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Bayswater,"https://en.wikipedia.org/wiki/Bayswater_railway_station,_Melbourne",37°50′30″S
1625310664-166,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Moreland,https://en.wikipedia.org/wiki/Moreland_railway_station,144°57′43″E
1625310910-354,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Coolaroo,https://en.wikipedia.org/wiki/Coolaroo_railway_station,144°55′34″E
1625310617-129,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Pakenham,https://en.wikipedia.org/wiki/Pakenham_railway_station,38°04′49″S
1625310798-268,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hartwell,https://en.wikipedia.org/wiki/Hartwell_railway_station,145°04′32″E
1625310894-341,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Dandenong,https://en.wikipedia.org/wiki/Dandenong_railway_station,37°59′24″S
1625310520-58,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Surrey Hills,https://en.wikipedia.org/wiki/Surrey_Hills_railway_station,145°05′56″E
1625310847-306,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Flagstaff,https://en.wikipedia.org/wiki/Flagstaff_railway_station,144°57′22″E
1625310910-353,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Coolaroo,https://en.wikipedia.org/wiki/Coolaroo_railway_station,37°39′36″S
1625310819-284,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Glenbervie,https://en.wikipedia.org/wiki/Glenbervie_railway_station,144°55′15″E
1625310640-147,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,North Melbourne,https://en.wikipedia.org/wiki/North_Melbourne_railway_station,37°48′23″S
1625310542-75,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Southern Cross,https://en.wikipedia.org/wiki/Southern_Cross_railway_station,37°49′06″S
1625310661-164,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Morradoo,https://en.wikipedia.org/wiki/Morradoo_railway_station,145°11′21″E
1625310780-254,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Heidelberg,https://en.wikipedia.org/wiki/Heidelberg_railway_station,145°03′39″E
1625310539-74,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Southland,https://en.wikipedia.org/wiki/Southland_railway_station,145°02′57″E
1625310879-330,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Eaglemont,https://en.wikipedia.org/wiki/Eaglemont_railway_station,145°03′14″E
1625310483-29,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Watsonia,https://en.wikipedia.org/wiki/Watsonia_railway_station,37°42′40″S
1625310648-154,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Newport,"https://en.wikipedia.org/wiki/Newport_railway_station,_Melbourne",144°53′00″E
1625310980-406,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Bell,"https://en.wikipedia.org/wiki/Bell_railway_station,_Melbourne",145°00′01″E
1625310772-247,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Holmesglen,https://en.wikipedia.org/wiki/Holmesglen_railway_station,37°52′27″S
1625310904-350,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Cranbourne,https://en.wikipedia.org/wiki/Cranbourne_railway_station,145°16′52″E
1625310991-414,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Baxter,https://en.wikipedia.org/wiki/Baxter_railway_station,145°09′38″E
1625310569-96,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Sandown Park,"https://en.wikipedia.org/wiki/Sandown_Park_railway_station,_Melbourne",145°09′48″E
1625310455-8,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Willison,https://en.wikipedia.org/wiki/Willison_railway_station,145°04′13″E
1625311012-430,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Anstey,https://en.wikipedia.org/wiki/Anstey_railway_station,144°57′38″E
1625310769-246,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Hoppers Crossing,https://en.wikipedia.org/wiki/Hoppers_Crossing_railway_station,144°42′04″E
1625310450-4,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Yarraman,https://en.wikipedia.org/wiki/Yarraman_railway_station,145°11′29″E
1625310615-127,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Parkdale,https://en.wikipedia.org/wiki/Parkdale_railway_station,37°59′35″S
1625310584-108,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Riversdale,https://en.wikipedia.org/wiki/Riversdale_railway_station,145°04′11″E
1625310960-392,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Box Hill,"https://en.wikipedia.org/wiki/Box_Hill_railway_station,_Melbourne",145°07′17″E
1625310604-119,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Prahran,https://en.wikipedia.org/wiki/Prahran_railway_station,37°50′58″S
1625310548-79,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,South Morang,https://en.wikipedia.org/wiki/South_Morang_railway_station,37°38′57″S
1625310884-334,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Diamond Creek,https://en.wikipedia.org/wiki/Diamond_Creek_railway_station,145°09′31″E
1625310759-237,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ivanhoe,"https://en.wikipedia.org/wiki/Ivanhoe_railway_station,_Melbourne",37°46′08″S
1625310926-366,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Chelsea,"https://en.wikipedia.org/wiki/Chelsea_railway_station,_Melbourne",145°06′57″E
1625310534-70,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Springvale,https://en.wikipedia.org/wiki/Springvale_railway_station,145°09′11″E
1625310737-221,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Keon Park,https://en.wikipedia.org/wiki/Keon_Park_railway_station,37°41′41″S
1625311001-422,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Aspendale,https://en.wikipedia.org/wiki/Aspendale_railway_station,145°06′07″E
1625310700-193,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Merinda Park,https://en.wikipedia.org/wiki/Merinda_Park_railway_station,38°04′48″S
1625310748-230,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Jordanville,https://en.wikipedia.org/wiki/Jordanville_railway_station,145°06′43″E
1625310824-287,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Glen Iris,https://en.wikipedia.org/wiki/Glen_Iris_railway_station,37°51′33″S
1625310780-253,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Heidelberg,https://en.wikipedia.org/wiki/Heidelberg_railway_station,37°45′26″S
1625310777-251,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Heyington,https://en.wikipedia.org/wiki/Heyington_railway_station,37°50′05″S
1625311006-426,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Ascot Vale,https://en.wikipedia.org/wiki/Ascot_Vale_railway_station,144°55′19″E
1625310628-137,https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne,Oak Park,https://en.wikipedia.org/wiki/Oak_Park_railway_station,37°43′04″S
